user_id,method,tide,tlx
15,NoInstructions,LowTide,4
15,NoInstructions,LowTide,4
15,NoInstructions,LowTide,5
15,NoInstructions,LowTide,4
15,Imitation,LowTide,6
15,Imitation,LowTide,7
15,Imitation,LowTide,6
15,Imitation,LowTide,6
15,Imitation,LowTide,5
15,Imitation,LowTide,6
15,Imitation,LowTide,6
15,Imitation,LowTide,6
15,Imitation,LowTide,6
15,Imitation,LowTide,6
15,Imitation,LowTide,7
15,Imitation,LowTide,6
15,Imitation,LowTide,6
15,Imitation,LowTide,5
15,Imitation,LowTide,6
15,Imitation,LowTide,5
15,Imitation,LowTide,6
15,Imitation,LowTide,6
15,Gamification,LowTide,6
15,Gamification,LowTide,7
15,Gamification,LowTide,5
15,Gamification,LowTide,6
15,Gamification,LowTide,5
15,Gamification,LowTide,5
15,Gamification,LowTide,6
15,Gamification,LowTide,6
15,Gamification,LowTide,6
15,Gamification,LowTide,5
15,Gamification,LowTide,6
15,Gamification,LowTide,5
15,Gamification,LowTide,5
15,Gamification,LowTide,4
15,Gamification,LowTide,6
15,Gamification,LowTide,4
15,Gamification,LowTide,6
15,Gamification,LowTide,6
15,NoInstructions,HighTide,6
15,NoInstructions,HighTide,6
15,NoInstructions,HighTide,6
15,NoInstructions,HighTide,5
15,NoInstructions,HighTide,5
15,NoInstructions,HighTide,5
15,NoInstructions,HighTide,6
15,NoInstructions,HighTide,5
15,NoInstructions,HighTide,5
15,NoInstructions,HighTide,6
15,NoInstructions,HighTide,6
15,NoInstructions,HighTide,6
15,NoInstructions,HighTide,5
15,NoInstructions,HighTide,3
15,NoInstructions,HighTide,6
15,NoInstructions,HighTide,5
15,NoInstructions,HighTide,5
15,NoInstructions,HighTide,5
15,Imitation,HighTide,7
15,Imitation,HighTide,7
15,Imitation,HighTide,7
15,Imitation,HighTide,6
15,Imitation,HighTide,6
15,Imitation,HighTide,7
15,Imitation,HighTide,7
15,Imitation,HighTide,7
15,Imitation,HighTide,5
15,Imitation,HighTide,6
15,Imitation,HighTide,6
15,Imitation,HighTide,6
15,Imitation,HighTide,6
15,Imitation,HighTide,5
15,Imitation,HighTide,6
15,Imitation,HighTide,5
15,Imitation,HighTide,6
15,Imitation,HighTide,6
15,Gamification,HighTide,4
15,Gamification,HighTide,6
15,Gamification,HighTide,5
15,Gamification,HighTide,4
15,Gamification,HighTide,5
15,Gamification,HighTide,4
15,Gamification,HighTide,6
15,Gamification,HighTide,5
15,Gamification,HighTide,4
15,Gamification,HighTide,4
15,Gamification,HighTide,5
15,Gamification,HighTide,3
15,Gamification,HighTide,4
15,Gamification,HighTide,4
15,Gamification,HighTide,4
15,Gamification,HighTide,3
15,Gamification,HighTide,5
15,Gamification,HighTide,4
16,NoInstructions,LowTide,7
16,NoInstructions,LowTide,6
16,NoInstructions,LowTide,6
16,NoInstructions,LowTide,6
16,NoInstructions,LowTide,6
16,NoInstructions,LowTide,6
16,NoInstructions,LowTide,6
16,NoInstructions,LowTide,6
16,NoInstructions,LowTide,6
16,NoInstructions,LowTide,6
16,NoInstructions,LowTide,6
16,NoInstructions,LowTide,7
16,NoInstructions,LowTide,6
16,NoInstructions,LowTide,6
16,NoInstructions,LowTide,6
16,NoInstructions,LowTide,6
16,NoInstructions,LowTide,6
16,NoInstructions,LowTide,4
16,Imitation,LowTide,6
16,Imitation,LowTide,6
16,Imitation,LowTide,6
16,Imitation,LowTide,6
16,Imitation,LowTide,5
16,Imitation,LowTide,6
16,Imitation,LowTide,6
16,Imitation,LowTide,5
16,Imitation,LowTide,5
16,Imitation,LowTide,6
16,Imitation,LowTide,6
16,Imitation,LowTide,6
16,Imitation,LowTide,6
16,Imitation,LowTide,7
16,Imitation,LowTide,7
16,Imitation,LowTide,6
16,Imitation,LowTide,7
16,Imitation,LowTide,5
16,Gamification,LowTide,6
16,Gamification,LowTide,5
16,Gamification,LowTide,5
16,Gamification,LowTide,5
16,Gamification,LowTide,4
16,Gamification,LowTide,6
16,Gamification,LowTide,6
16,Gamification,LowTide,5
16,Gamification,LowTide,5
16,Gamification,LowTide,5
16,Gamification,LowTide,5
16,Gamification,LowTide,6
16,Gamification,LowTide,6
16,Gamification,LowTide,5
16,Gamification,LowTide,5
16,Gamification,LowTide,7
16,Gamification,LowTide,5
16,Gamification,LowTide,6
16,NoInstructions,HighTide,6
16,NoInstructions,HighTide,6
16,NoInstructions,HighTide,6
16,NoInstructions,HighTide,6
16,NoInstructions,HighTide,7
16,NoInstructions,HighTide,5
16,NoInstructions,HighTide,7
16,NoInstructions,HighTide,5
16,NoInstructions,HighTide,5
16,NoInstructions,HighTide,6
16,NoInstructions,HighTide,7
16,NoInstructions,HighTide,6
16,NoInstructions,HighTide,6
16,NoInstructions,HighTide,6
16,NoInstructions,HighTide,6
16,NoInstructions,HighTide,6
16,NoInstructions,HighTide,6
16,NoInstructions,HighTide,5
16,Imitation,HighTide,6
16,Imitation,HighTide,6
16,Imitation,HighTide,6
16,Imitation,HighTide,6
16,Imitation,HighTide,7
16,Imitation,HighTide,5
16,Imitation,HighTide,6
16,Imitation,HighTide,5
16,Imitation,HighTide,5
16,Imitation,HighTide,6
16,Imitation,HighTide,5
16,Imitation,HighTide,6
16,Imitation,HighTide,6
16,Imitation,HighTide,6
16,Imitation,HighTide,7
16,Imitation,HighTide,6
16,Imitation,HighTide,6
16,Imitation,HighTide,5
16,Gamification,HighTide,6
16,Gamification,HighTide,7
16,Gamification,HighTide,5
16,Gamification,HighTide,5
16,Gamification,HighTide,6
16,Gamification,HighTide,5
16,Gamification,HighTide,6
16,Gamification,HighTide,6
16,Gamification,HighTide,6
16,Gamification,HighTide,6
16,Gamification,HighTide,7
16,Gamification,HighTide,5
16,Gamification,HighTide,6
16,Gamification,HighTide,7
16,Gamification,HighTide,5
16,Gamification,HighTide,6
16,Gamification,HighTide,6
16,Gamification,HighTide,5
17,NoInstructions,LowTide,6
17,NoInstructions,LowTide,6
17,NoInstructions,LowTide,7
17,NoInstructions,LowTide,6
17,NoInstructions,LowTide,6
17,NoInstructions,LowTide,6
17,NoInstructions,LowTide,5
17,NoInstructions,LowTide,6
17,NoInstructions,LowTide,6
17,NoInstructions,LowTide,6
17,NoInstructions,LowTide,5
17,NoInstructions,LowTide,6
17,NoInstructions,LowTide,5
17,NoInstructions,LowTide,3
17,NoInstructions,LowTide,6
17,NoInstructions,LowTide,6
17,NoInstructions,LowTide,3
17,NoInstructions,LowTide,5
17,Imitation,LowTide,6
17,Imitation,LowTide,6
17,Imitation,LowTide,6
17,Imitation,LowTide,6
17,Imitation,LowTide,5
17,Imitation,LowTide,6
17,Imitation,LowTide,3
17,Imitation,LowTide,5
17,Imitation,LowTide,5
17,Imitation,LowTide,6
17,Imitation,LowTide,3
17,Imitation,LowTide,6
17,Imitation,LowTide,4
17,Imitation,LowTide,3
17,Imitation,LowTide,6
17,Imitation,LowTide,6
17,Imitation,LowTide,3
17,Imitation,LowTide,5
17,Gamification,LowTide,3
17,Gamification,LowTide,5
17,Gamification,LowTide,4
17,Gamification,LowTide,4
17,Gamification,LowTide,3
17,Gamification,LowTide,4
17,Gamification,LowTide,4
17,Gamification,LowTide,4
17,Gamification,LowTide,3
17,Gamification,LowTide,3
17,Gamification,LowTide,2
17,Gamification,LowTide,3
17,Gamification,LowTide,4
17,Gamification,LowTide,5
17,Gamification,LowTide,6
17,Gamification,LowTide,5
17,Gamification,LowTide,3
17,Gamification,LowTide,3
17,NoInstructions,HighTide,6
17,NoInstructions,HighTide,7
17,NoInstructions,HighTide,7
17,NoInstructions,HighTide,6
17,NoInstructions,HighTide,6
17,NoInstructions,HighTide,6
17,NoInstructions,HighTide,6
17,NoInstructions,HighTide,6
17,NoInstructions,HighTide,6
17,NoInstructions,HighTide,6
17,NoInstructions,HighTide,5
17,NoInstructions,HighTide,6
17,NoInstructions,HighTide,6
17,NoInstructions,HighTide,2
17,NoInstructions,HighTide,7
17,NoInstructions,HighTide,6
17,NoInstructions,HighTide,3
17,NoInstructions,HighTide,4
17,Imitation,HighTide,6
17,Imitation,HighTide,6
17,Imitation,HighTide,6
17,Imitation,HighTide,6
17,Imitation,HighTide,6
17,Imitation,HighTide,5
17,Imitation,HighTide,4
17,Imitation,HighTide,5
17,Imitation,HighTide,5
17,Imitation,HighTide,5
17,Imitation,HighTide,5
17,Imitation,HighTide,5
17,Imitation,HighTide,5
17,Imitation,HighTide,2
17,Imitation,HighTide,6
17,Imitation,HighTide,6
17,Imitation,HighTide,2
17,Imitation,HighTide,3
17,Gamification,HighTide,4
17,Gamification,HighTide,6
17,Gamification,HighTide,4
17,Gamification,HighTide,3
17,Gamification,HighTide,4
17,Gamification,HighTide,5
17,Gamification,HighTide,5
17,Gamification,HighTide,5
17,Gamification,HighTide,3
17,Gamification,HighTide,5
17,Gamification,HighTide,3
17,Gamification,HighTide,3
17,Gamification,HighTide,5
17,Gamification,HighTide,2
17,Gamification,HighTide,6
17,Gamification,HighTide,7
17,Gamification,HighTide,2
17,Gamification,HighTide,5
18,NoInstructions,LowTide,7
18,NoInstructions,LowTide,7
18,NoInstructions,LowTide,7
18,NoInstructions,LowTide,7
18,NoInstructions,LowTide,7
18,NoInstructions,LowTide,7
18,NoInstructions,LowTide,6
18,NoInstructions,LowTide,7
18,NoInstructions,LowTide,6
18,NoInstructions,LowTide,6
18,NoInstructions,LowTide,5
18,NoInstructions,LowTide,7
18,NoInstructions,LowTide,4
18,NoInstructions,LowTide,4
18,NoInstructions,LowTide,6
18,NoInstructions,LowTide,5
18,NoInstructions,LowTide,5
18,NoInstructions,LowTide,7
18,Imitation,LowTide,7
18,Imitation,LowTide,7
18,Imitation,LowTide,7
18,Imitation,LowTide,7
18,Imitation,LowTide,6
18,Imitation,LowTide,7
18,Imitation,LowTide,4
18,Imitation,LowTide,7
18,Imitation,LowTide,7
18,Imitation,LowTide,7
18,Imitation,LowTide,6
18,Imitation,LowTide,7
18,Imitation,LowTide,5
18,Imitation,LowTide,4
18,Imitation,LowTide,4
18,Imitation,LowTide,2
18,Imitation,LowTide,5
18,Imitation,LowTide,6
18,Gamification,LowTide,6
18,Gamification,LowTide,6
18,Gamification,LowTide,5
18,Gamification,LowTide,2
18,Gamification,LowTide,7
18,Gamification,LowTide,5
18,Gamification,LowTide,4
18,Gamification,LowTide,5
18,Gamification,LowTide,3
18,Gamification,LowTide,5
18,Gamification,LowTide,4
18,Gamification,LowTide,6
18,Gamification,LowTide,4
18,Gamification,LowTide,4
18,Gamification,LowTide,6
18,Gamification,LowTide,5
18,Gamification,LowTide,4
18,Gamification,LowTide,3
18,NoInstructions,HighTide,7
18,NoInstructions,HighTide,5
18,NoInstructions,HighTide,7
18,NoInstructions,HighTide,7
18,NoInstructions,HighTide,7
18,NoInstructions,HighTide,5
18,NoInstructions,HighTide,5
18,NoInstructions,HighTide,7
18,NoInstructions,HighTide,5
18,NoInstructions,HighTide,7
18,NoInstructions,HighTide,5
18,NoInstructions,HighTide,7
18,NoInstructions,HighTide,4
18,NoInstructions,HighTide,4
18,NoInstructions,HighTide,5
18,NoInstructions,HighTide,4
18,NoInstructions,HighTide,6
18,NoInstructions,HighTide,7
18,Imitation,HighTide,6
18,Imitation,HighTide,5
18,Imitation,HighTide,6
18,Imitation,HighTide,7
18,Imitation,HighTide,6
18,Imitation,HighTide,6
18,Imitation,HighTide,5
18,Imitation,HighTide,6
18,Imitation,HighTide,7
18,Imitation,HighTide,7
18,Imitation,HighTide,5
18,Imitation,HighTide,7
18,Imitation,HighTide,4
18,Imitation,HighTide,4
18,Imitation,HighTide,5
