user_id,method,tide,tlx
14,Imitation,HighTide,85
14,Imitation,HighTide,25
14,Imitation,HighTide,5
14,Gamification,HighTide,60
14,Gamification,HighTide,15
14,Gamification,HighTide,5
14,Gamification,HighTide,75
14,Gamification,HighTide,70
14,Gamification,HighTide,30
15,NoInstructions,LowTide,50
15,NoInstructions,LowTide,40
15,NoInstructions,LowTide,30
15,NoInstructions,LowTide,70
15,NoInstructions,LowTide,70
15,NoInstructions,LowTide,85
15,Imitation,LowTide,65
15,Imitation,LowTide,70
15,Imitation,LowTide,75
15,Imitation,LowTide,55
15,Imitation,LowTide,65
15,Imitation,LowTide,40
15,Gamification,LowTide,85
15,Gamification,LowTide,60
15,Gamification,LowTide,45
15,Gamification,LowTide,50
15,Gamification,LowTide,75
15,Gamification,LowTide,75
15,NoInstructions,HighTide,20
15,NoInstructions,HighTide,25
15,NoInstructions,HighTide,70
15,NoInstructions,HighTide,70
15,NoInstructions,HighTide,50
15,NoInstructions,HighTide,20
15,Imitation,HighTide,40
15,Imitation,HighTide,40
15,Imitation,HighTide,45
15,Imitation,HighTide,70
15,Imitation,HighTide,35
15,Imitation,HighTide,25
15,Gamification,HighTide,30
15,Gamification,HighTide,75
15,Gamification,HighTide,30
15,Gamification,HighTide,30
15,Gamification,HighTide,75
15,Gamification,HighTide,75
16,NoInstructions,LowTide,65
16,NoInstructions,LowTide,20
16,NoInstructions,LowTide,40
16,NoInstructions,LowTide,70
16,NoInstructions,LowTide,55
16,NoInstructions,LowTide,30
16,Imitation,LowTide,40
16,Imitation,LowTide,20
16,Imitation,LowTide,45
16,Imitation,LowTide,75
16,Imitation,LowTide,30
16,Imitation,LowTide,25
16,Gamification,LowTide,60
16,Gamification,LowTide,30
16,Gamification,LowTide,65
16,Gamification,LowTide,30
16,Gamification,LowTide,50
16,Gamification,LowTide,45
16,NoInstructions,HighTide,40
16,NoInstructions,HighTide,30
16,NoInstructions,HighTide,45
16,NoInstructions,HighTide,75
16,NoInstructions,HighTide,30
16,NoInstructions,HighTide,25
16,Imitation,HighTide,35
16,Imitation,HighTide,30
16,Imitation,HighTide,40
16,Imitation,HighTide,75
16,Imitation,HighTide,35
16,Imitation,HighTide,30
16,Gamification,HighTide,60
16,Gamification,HighTide,40
16,Gamification,HighTide,60
16,Gamification,HighTide,55
16,Gamification,HighTide,55
16,Gamification,HighTide,40
17,NoInstructions,LowTide,20
17,NoInstructions,LowTide,30
17,NoInstructions,LowTide,20
17,NoInstructions,LowTide,95
17,NoInstructions,LowTide,55
17,NoInstructions,LowTide,30
17,Imitation,LowTide,45
17,Imitation,LowTide,45
17,Imitation,LowTide,55
17,Imitation,LowTide,90
17,Imitation,LowTide,40
17,Imitation,LowTide,60
17,Gamification,LowTide,80
17,Gamification,LowTide,80
17,Gamification,LowTide,70
17,Gamification,LowTide,35
17,Gamification,LowTide,85
17,Gamification,LowTide,65
17,NoInstructions,HighTide,20
17,NoInstructions,HighTide,40
17,NoInstructions,HighTide,25
17,NoInstructions,HighTide,90
17,NoInstructions,HighTide,65
17,NoInstructions,HighTide,15
17,Imitation,HighTide,30
17,Imitation,HighTide,30
17,Imitation,HighTide,55
17,Imitation,HighTide,75
17,Imitation,HighTide,60
17,Imitation,HighTide,55
17,Gamification,HighTide,65
17,Gamification,HighTide,40
17,Gamification,HighTide,35
17,Gamification,HighTide,60
17,Gamification,HighTide,55
17,Gamification,HighTide,75
18,NoInstructions,LowTide,20
18,NoInstructions,LowTide,20
18,NoInstructions,LowTide,15
18,NoInstructions,LowTide,80
18,NoInstructions,LowTide,35
18,NoInstructions,LowTide,15
18,Imitation,LowTide,15
18,Imitation,LowTide,15
18,Imitation,LowTide,5
18,Imitation,LowTide,90
18,Imitation,LowTide,50
18,Imitation,LowTide,10
18,Gamification,LowTide,65
18,Gamification,LowTide,25
18,Gamification,LowTide,10
18,Gamification,LowTide,60
18,Gamification,LowTide,55
18,Gamification,LowTide,20
18,NoInstructions,HighTide,10
18,NoInstructions,HighTide,10
18,NoInstructions,HighTide,15
18,NoInstructions,HighTide,90
18,NoInstructions,HighTide,35
18,NoInstructions,HighTide,5
18,Imitation,HighTide,10
18,Imitation,HighTide,10
18,Imitation,HighTide,10
18,Imitation,HighTide,95
18,Imitation,HighTide,20
18,Imitation,HighTide,5
18,Gamification,HighTide,75
18,Gamification,HighTide,15
18,Gamification,HighTide,10
18,Gamification,HighTide,10
18,Gamification,HighTide,75
18,Gamification,HighTide,55
19,NoInstructions,LowTide,45
19,NoInstructions,LowTide,45
19,NoInstructions,LowTide,45
19,NoInstructions,LowTide,40
19,NoInstructions,LowTide,40
19,NoInstructions,LowTide,40
19,Imitation,LowTide,35
19,Imitation,LowTide,35
19,Imitation,LowTide,35
19,Imitation,LowTide,30
19,Imitation,LowTide,25
19,Imitation,LowTide,25
19,Gamification,LowTide,80
19,Gamification,LowTide,80
19,Gamification,LowTide,50
19,Gamification,LowTide,10
19,Gamification,LowTide,95
19,Gamification,LowTide,90
19,NoInstructions,HighTide,60
19,NoInstructions,HighTide,60
19,NoInstructions,HighTide,60
19,NoInstructions,HighTide,70
19,NoInstructions,HighTide,50
19,NoInstructions,HighTide,15
19,Imitation,HighTide,25
19,Imitation,HighTide,25
19,Imitation,HighTide,25
19,Imitation,HighTide,50
19,Imitation,HighTide,65
19,Imitation,HighTide,40
19,Gamification,HighTide,70
19,Gamification,HighTide,70
19,Gamification,HighTide,55
19,Gamification,HighTide,20
19,Gamification,HighTide,80
19,Gamification,HighTide,50
20,NoInstructions,LowTide,70
20,NoInstructions,LowTide,80
20,NoInstructions,LowTide,70
20,NoInstructions,LowTide,70
20,NoInstructions,LowTide,65
20,NoInstructions,LowTide,70
20,Imitation,LowTide,30
20,Imitation,LowTide,40
20,Imitation,LowTide,60
20,Imitation,LowTide,70
20,Imitation,LowTide,35
20,Imitation,LowTide,30
20,Gamification,LowTide,20
20,Gamification,LowTide,75
20,Gamification,LowTide,30
20,Gamification,LowTide,85
20,Gamification,LowTide,70
20,Gamification,LowTide,60
20,NoInstructions,HighTide,65
20,NoInstructions,HighTide,55
20,NoInstructions,HighTide,45
20,NoInstructions,HighTide,70
20,NoInstructions,HighTide,50
20,NoInstructions,HighTide,35
20,Imitation,HighTide,25
20,Imitation,HighTide,35
20,Imitation,HighTide,40
20,Imitation,HighTide,85
20,Imitation,HighTide,40
20,Imitation,HighTide,30
20,Gamification,HighTide,25
20,Gamification,HighTide,30
20,Gamification,HighTide,45
20,Gamification,HighTide,80
20,Gamification,HighTide,45
20,Gamification,HighTide,25
21,NoInstructions,LowTide,5
21,NoInstructions,LowTide,5
21,NoInstructions,LowTide,5
21,NoInstructions,LowTide,100
21,NoInstructions,LowTide,20
21,NoInstructions,LowTide,5
21,Imitation,LowTide,5
21,Imitation,LowTide,5
21,Imitation,LowTide,5
21,Imitation,LowTide,100
21,Imitation,LowTide,15
21,Imitation,LowTide,5
21,Gamification,LowTide,70
21,Gamification,LowTide,60
21,Gamification,LowTide,25
21,Gamification,LowTide,100
21,Gamification,LowTide,70
21,Gamification,LowTide,45
21,NoInstructions,HighTide,40
21,NoInstructions,HighTide,40
21,NoInstructions,HighTide,5
21,NoInstructions,HighTide,100
21,NoInstructions,HighTide,50
21,NoInstructions,HighTide,50
21,Imitation,HighTide,40
21,Imitation,HighTide,40
21,Imitation,HighTide,5
21,Imitation,HighTide,100
21,Imitation,HighTide,45
21,Imitation,HighTide,35
21,Gamification,HighTide,70
21,Gamification,HighTide,70
21,Gamification,HighTide,20
21,Gamification,HighTide,90
21,Gamification,HighTide,75
21,Gamification,HighTide,70
22,NoInstructions,LowTide,35
22,NoInstructions,LowTide,15
22,NoInstructions,LowTide,15
22,NoInstructions,LowTide,90
22,NoInstructions,LowTide,10
22,NoInstructions,LowTide,60
22,Imitation,LowTide,45
22,Imitation,LowTide,15
22,Imitation,LowTide,40
22,Imitation,LowTide,90
22,Imitation,LowTide,15
22,Imitation,LowTide,45
22,Gamification,LowTide,15
22,Gamification,LowTide,10
22,Gamification,LowTide,15
22,Gamification,LowTide,90
22,Gamification,LowTide,15
22,Gamification,LowTide,30
22,NoInstructions,HighTide,5
22,NoInstructions,HighTide,5
22,NoInstructions,HighTide,5
22,NoInstructions,HighTide,95
22,NoInstructions,HighTide,5
22,NoInstructions,HighTide,90
22,Imitation,HighTide,35
22,Imitation,HighTide,15
22,Imitation,HighTide,25
22,Imitation,HighTide,85
22,Imitation,HighTide,25
22,Imitation,HighTide,75
22,Gamification,HighTide,65
22,Gamification,HighTide,25
22,Gamification,HighTide,45
22,Gamification,HighTide,65
22,Gamification,HighTide,45
22,Gamification,HighTide,45
23,NoInstructions,LowTide,80
23,NoInstructions,LowTide,70
23,NoInstructions,LowTide,55
23,NoInstructions,LowTide,65
23,NoInstructions,LowTide,85
23,NoInstructions,LowTide,75
23,Imitation,LowTide,55
23,Imitation,LowTide,60
23,Imitation,LowTide,55
23,Imitation,LowTide,55
23,Imitation,LowTide,65
23,Imitation,LowTide,75
23,Gamification,LowTide,60
23,Gamification,LowTide,65
23,Gamification,LowTide,55
23,Gamification,LowTide,65
23,Gamification,LowTide,60
23,Gamification,LowTide,65
23,NoInstructions,HighTide,50
23,NoInstructions,HighTide,50
23,NoInstructions,HighTide,50
23,NoInstructions,HighTide,75
23,NoInstructions,HighTide,40
23,NoInstructions,HighTide,35
23,Imitation,HighTide,50
23,Imitation,HighTide,50
23,Imitation,HighTide,35
23,Imitation,HighTide,70
23,Imitation,HighTide,45
23,Imitation,HighTide,35
23,Gamification,HighTide,25
23,Gamification,HighTide,30
23,Gamification,HighTide,30
23,Gamification,HighTide,90
23,Gamification,HighTide,50
23,Gamification,HighTide,25
24,NoInstructions,LowTide,60
24,NoInstructions,LowTide,50
24,NoInstructions,LowTide,65
24,NoInstructions,LowTide,75
24,NoInstructions,LowTide,65
24,NoInstructions,LowTide,35
24,Imitation,LowTide,65
24,Imitation,LowTide,45
24,Imitation,LowTide,55
24,Imitation,LowTide,65
24,Imitation,LowTide,40
24,Imitation,LowTide,30
24,Gamification,LowTide,80
24,Gamification,LowTide,75
24,Gamification,LowTide,45
24,Gamification,LowTide,40
24,Gamification,LowTide,75
24,Gamification,LowTide,40
24,NoInstructions,HighTide,15
24,NoInstructions,HighTide,25
24,NoInstructions,HighTide,85
24,NoInstructions,HighTide,85
24,NoInstructions,HighTide,70
24,NoInstructions,HighTide,10
24,Imitation,HighTide,85
24,Imitation,HighTide,60
24,Imitation,HighTide,45
24,Imitation,HighTide,75
24,Imitation,HighTide,80
24,Imitation,HighTide,20
24,Gamification,HighTide,95
24,Gamification,HighTide,85
24,Gamification,HighTide,45
24,Gamification,HighTide,55
24,Gamification,HighTide,95
24,Gamification,HighTide,50
25,NoInstructions,LowTide,5
25,NoInstructions,LowTide,5
25,NoInstructions,LowTide,5
25,NoInstructions,LowTide,100
25,NoInstructions,LowTide,5
25,NoInstructions,LowTide,5
25,Imitation,LowTide,60
25,Imitation,LowTide,15
25,Imitation,LowTide,10
25,Imitation,LowTide,95
25,Imitation,LowTide,65
25,Imitation,LowTide,20
25,Gamification,LowTide,10
25,Gamification,LowTide,15
25,Gamification,LowTide,5
25,Gamification,LowTide,90
25,Gamification,LowTide,20
25,Gamification,LowTide,5
25,NoInstructions,HighTide,5
25,NoInstructions,HighTide,5
25,NoInstructions,HighTide,5
25,NoInstructions,HighTide,100
25,NoInstructions,HighTide,5
25,NoInstructions,HighTide,5
25,Imitation,HighTide,5
25,Imitation,HighTide,5
25,Imitation,HighTide,5
25,Imitation,HighTide,95
25,Imitation,HighTide,10
25,Imitation,HighTide,10
25,Gamification,HighTide,5
25,Gamification,HighTide,5
25,Gamification,HighTide,5
25,Gamification,HighTide,100
25,Gamification,HighTide,15
25,Gamification,HighTide,5
26,NoInstructions,LowTide,60
26,NoInstructions,LowTide,65
26,NoInstructions,LowTide,40
26,NoInstructions,LowTide,100
26,NoInstructions,LowTide,55
26,NoInstructions,LowTide,5
26,Imitation,LowTide,75
26,Imitation,LowTide,65
26,Imitation,LowTide,25
26,Imitation,LowTide,95
26,Imitation,LowTide,75
26,Imitation,LowTide,25
26,Gamification,LowTide,80
26,Gamification,LowTide,70
26,Gamification,LowTide,50
26,Gamification,LowTide,95
26,Gamification,LowTide,70
26,Gamification,LowTide,15
26,NoInstructions,HighTide,55
26,NoInstructions,HighTide,25
26,NoInstructions,HighTide,30
26,NoInstructions,HighTide,75
26,NoInstructions,HighTide,25
26,NoInstructions,HighTide,25
26,Imitation,HighTide,75
26,Imitation,HighTide,75
26,Imitation,HighTide,50
26,Imitation,HighTide,80
26,Imitation,HighTide,80
26,Imitation,HighTide,25
26,Gamification,HighTide,15
26,Gamification,HighTide,80
26,Gamification,HighTide,55
26,Gamification,HighTide,20
26,Gamification,HighTide,90
26,Gamification,HighTide,90
27,NoInstructions,LowTide,95
27,NoInstructions,LowTide,60
27,NoInstructions,LowTide,60
27,NoInstructions,LowTide,75
27,NoInstructions,LowTide,75
27,NoInstructions,LowTide,25
27,Imitation,LowTide,100
27,Imitation,LowTide,90
27,Imitation,LowTide,55
27,Imitation,LowTide,100
27,Imitation,LowTide,30
27,Imitation,LowTide,10
27,Gamification,LowTide,50
27,Gamification,LowTide,50
27,Gamification,LowTide,50
27,Gamification,LowTide,90
27,Gamification,LowTide,55
27,Gamification,LowTide,15
27,NoInstructions,HighTide,45
27,NoInstructions,HighTide,45
27,NoInstructions,HighTide,20
27,NoInstructions,HighTide,60
27,NoInstructions,HighTide,40
27,NoInstructions,HighTide,25
27,Imitation,HighTide,25
27,Imitation,HighTide,25
27,Imitation,HighTide,25
27,Imitation,HighTide,80
27,Imitation,HighTide,30
27,Imitation,HighTide,15
27,Gamification,HighTide,100
27,Gamification,HighTide,75
27,Gamification,HighTide,60
27,Gamification,HighTide,15
27,Gamification,HighTide,100
27,Gamification,HighTide,80
28,NoInstructions,LowTide,95
28,NoInstructions,LowTide,95
28,NoInstructions,LowTide,10
28,NoInstructions,LowTide,25
28,NoInstructions,LowTide,90
28,NoInstructions,LowTide,75
28,Imitation,LowTide,60
28,Imitation,LowTide,60
28,Imitation,LowTide,10
28,Imitation,LowTide,75
28,Imitation,LowTide,40
28,Imitation,LowTide,20
28,Gamification,LowTide,100
28,Gamification,LowTide,100
28,Gamification,LowTide,75
28,Gamification,LowTide,40
28,Gamification,LowTide,100
28,Gamification,LowTide,15
28,NoInstructions,HighTide,15
28,NoInstructions,HighTide,15
28,NoInstructions,HighTide,15
28,NoInstructions,HighTide,85
28,NoInstructions,HighTide,20
28,NoInstructions,HighTide,20
28,Imitation,HighTide,70
28,Imitation,HighTide,70
28,Imitation,HighTide,25
28,Imitation,HighTide,15
28,Imitation,HighTide,80
28,Imitation,HighTide,90
28,Gamification,HighTide,35
28,Gamification,HighTide,25
28,Gamification,HighTide,20
28,Gamification,HighTide,75
28,Gamification,HighTide,60
28,Gamification,HighTide,15
